,puzzle,difficulty,results,solution
93,...25.4......761...7..3....8.4.1..73.6.....943....26..5..4..........1...4.7.2....,1,"(4, 0)","[1, 9, 3, 2, 5, 8, 4, 6, 7, 2, 4, 8, 9, 7, 6, 1, 3, 5, 6, 7, 5, 1, 3, 4, 8, 2, 9, 8, 2, 4, 6, 1, 9, 5, 7, 3, 7, 6, 1, 3, 8, 5, 2, 9, 4, 3, 5, 9, 7, 4, 2, 6, 8, 1, 5, 8, 6, 4, 9, 7, 3, 1, 2, 9, 3, 2, 5, 6, 1, 7, 4, 8, 4, 1, 7, 8, 2, 3, 9, 5, 6]"
94,1....46.5..48...2...2.97...5..6..3...8...1..7.......1.92.....8.....7.5....6.....2,1,"(3, 0)","[1, 9, 8, 3, 2, 4, 6, 7, 5, 7, 5, 4, 8, 1, 6, 9, 2, 3, 3, 6, 2, 5, 9, 7, 1, 4, 8, 5, 1, 7, 6, 8, 2, 3, 9, 4, 6, 8, 3, 9, 4, 1, 2, 5, 7, 2, 4, 9, 7, 3, 5, 8, 1, 6, 9, 2, 5, 4, 6, 3, 7, 8, 1, 4, 3, 1, 2, 7, 8, 5, 6, 9, 8, 7, 6, 1, 5, 9, 4, 3, 2]"
95,.3......8...5.....68.14......73.2......61...5..1....69...8.74.......9817..6......,1,"(3, 0)","[1, 3, 2, 9, 7, 6, 5, 4, 8, 7, 9, 4, 5, 2, 8, 6, 3, 1, 6, 8, 5, 1, 4, 3, 7, 9, 2, 5, 6, 7, 3, 9, 2, 1, 8, 4, 9, 2, 8, 6, 1, 4, 3, 7, 5, 3, 4, 1, 7, 8, 5, 2, 6, 9, 2, 1, 9, 8, 3, 7, 4, 5, 6, 4, 5, 3, 2, 6, 9, 8, 1, 7, 8, 7, 6, 4, 5, 1, 9, 2, 3]"
96,...2..1.5.1..5...685...32......89...43..6....2.6....4.6.1.3...2......4.........7.,1,"(2, 0)","[3, 6, 4, 2, 9, 7, 1, 8, 5, 9, 1, 2, 8, 5, 4, 7, 3, 6, 8, 5, 7, 6, 1, 3, 2, 9, 4, 1, 7, 5, 4, 8, 9, 6, 2, 3, 4, 3, 9, 5, 6, 2, 8, 1, 7, 2, 8, 6, 3, 7, 1, 5, 4, 9, 6, 4, 1, 7, 3, 8, 9, 5, 2, 7, 9, 3, 1, 2, 5, 4, 6, 8, 5, 2, 8, 9, 4, 6, 3, 7, 1]"
97,14...357....89......7...3.8.......933...49...45.....6..8...4..7...6.215..........,1,"(2, 0)","[1, 4, 8, 2, 6, 3, 5, 7, 9, 5, 3, 2, 8, 9, 7, 6, 4, 1, 9, 6, 7, 4, 5, 1, 3, 2, 8, 8, 7, 1, 5, 2, 6, 4, 9, 3, 3, 2, 6, 7, 4, 9, 8, 1, 5, 4, 5, 9, 1, 3, 8, 7, 6, 2, 6, 8, 5, 9, 1, 4, 2, 3, 7, 7, 9, 3, 6, 8, 2, 1, 5, 4, 2, 1, 4, 3, 7, 5, 9, 8, 6]"
98,..89...5.....862..94.12.....1...937......7..1.67......5.......2..9.....8.....19.4,1,"(2, 0)","[6, 2, 8, 9, 7, 4, 1, 5, 3, 7, 5, 1, 3, 8, 6, 2, 4, 9, 9, 4, 3, 1, 2, 5, 6, 8, 7, 8, 1, 2, 5, 4, 9, 3, 7, 6, 3, 9, 5, 8, 6, 7, 4, 2, 1, 4, 6, 7, 2, 1, 3, 8, 9, 5, 5, 3, 4, 6, 9, 8, 7, 1, 2, 1, 7, 9, 4, 3, 2, 5, 6, 8, 2, 8, 6, 7, 5, 1, 9, 3, 4]"
99,1...8...53...5...8..4..7.....9....7.84...19....1.....2...63.4...5..4.2....6.....7,1,"(2, 0)","[1, 6, 7, 9, 8, 4, 3, 2, 5, 3, 9, 2, 1, 5, 6, 7, 4, 8, 5, 8, 4, 3, 2, 7, 6, 9, 1, 2, 3, 9, 8, 6, 5, 1, 7, 4, 8, 4, 5, 2, 7, 1, 9, 6, 3, 6, 7, 1, 4, 9, 3, 5, 8, 2, 7, 1, 8, 6, 3, 2, 4, 5, 9, 9, 5, 3, 7, 4, 8, 2, 1, 6, 4, 2, 6, 5, 1, 9, 8, 3, 7]"
100,.4..2....6.8..79....54.9...4.....2...1.6.8.4..79...1..2...9.6.........1....8.57..,2,"(10, 18)","[9, 4, 1, 3, 2, 6, 8, 5, 7, 6, 3, 8, 5, 1, 7, 9, 2, 4, 7, 2, 5, 4, 8, 9, 3, 6, 1, 4, 8, 6, 9, 5, 1, 2, 7, 3, 3, 1, 2, 6, 7, 8, 5, 4, 9, 5, 7, 9, 2, 4, 3, 1, 8, 6, 2, 5, 7, 1, 9, 4, 6, 3, 8, 8, 9, 3, 7, 6, 2, 4, 1, 5, 1, 6, 4, 8, 3, 5, 7, 9, 2]"
101,......16...6.....27...4.......3..978.1.....3.9....4...34......7.....32....87.1..6,2,"(5, 0)","[2, 3, 5, 8, 7, 9, 1, 6, 4, 4, 8, 6, 1, 3, 5, 7, 9, 2, 7, 9, 1, 2, 4, 6, 8, 5, 3, 6, 5, 4, 3, 1, 2, 9, 7, 8, 8, 1, 2, 9, 6, 7, 4, 3, 5, 9, 7, 3, 5, 8, 4, 6, 2, 1, 3, 4, 9, 6, 2, 8, 5, 1, 7, 1, 6, 7, 4, 5, 3, 2, 8, 9, 5, 2, 8, 7, 9, 1, 3, 4, 6]"
102,82...9......5....9.....1.6...1.82..6.5.........7....4..7..4521..4.7...........8..,2,"(3, 0)","[8, 2, 5, 4, 6, 9, 1, 3, 7, 1, 6, 3, 5, 2, 7, 4, 8, 9, 7, 9, 4, 8, 3, 1, 5, 6, 2, 4, 3, 1, 9, 8, 2, 7, 5, 6, 6, 5, 9, 1, 7, 4, 3, 2, 8, 2, 8, 7, 3, 5, 6, 9, 4, 1, 9, 7, 8, 6, 4, 5, 2, 1, 3, 3, 4, 2, 7, 1, 8, 6, 9, 5, 5, 1, 6, 2, 9, 3, 8, 7, 4]"
103,...1....5....59483.......1.6.5..2.....13....7.8..1..5..5..91..22.........476.8...,2,"(5, 1)","[9, 3, 4, 1, 8, 6, 2, 7, 5, 7, 1, 6, 2, 5, 9, 4, 8, 3, 5, 2, 8, 7, 3, 4, 9, 1, 6, 6, 7, 5, 8, 4, 2, 3, 9, 1, 4, 9, 1, 3, 6, 5, 8, 2, 7, 3, 8, 2, 9, 1, 7, 6, 5, 4, 8, 5, 3, 4, 9, 1, 7, 6, 2, 2, 6, 9, 5, 7, 3, 1, 4, 8, 1, 4, 7, 6, 2, 8, 5, 3, 9]"
104,.......23.45.31.........8...8.37...6.37.6.4...62.9........2.1....3..9.678........,2,"(2, 0)","[6, 1, 8, 9, 4, 7, 5, 2, 3, 2, 4, 5, 8, 3, 1, 6, 7, 9, 3, 7, 9, 2, 5, 6, 8, 4, 1, 4, 8, 1, 3, 7, 2, 9, 5, 6, 9, 3, 7, 5, 6, 8, 4, 1, 2, 5, 6, 2, 1, 9, 4, 7, 3, 8, 7, 9, 4, 6, 2, 3, 1, 8, 5, 1, 5, 3, 4, 8, 9, 2, 6, 7, 8, 2, 6, 7, 1, 5, 3, 9, 4]"
105,.2....1.4..96..5..4......7..5....8....34.2...1..8......46..5..38...3....9.2.....1,2,"(6, 0)","[5, 2, 8, 3, 9, 7, 1, 6, 4, 3, 7, 9, 6, 4, 1, 5, 2, 8, 4, 6, 1, 5, 2, 8, 3, 7, 9, 2, 5, 4, 1, 6, 9, 8, 3, 7, 6, 8, 3, 4, 7, 2, 9, 1, 5, 1, 9, 7, 8, 5, 3, 6, 4, 2, 7, 4, 6, 9, 1, 5, 2, 8, 3, 8, 1, 5, 2, 3, 4, 7, 9, 6, 9, 3, 2, 7, 8, 6, 4, 5, 1]"
106,...6..4......39.1.6....2..983...6...25...1.86.4.5..7........2....9.53.7..8.......,2,"(4, 0)","[1, 9, 8, 6, 7, 5, 4, 2, 3, 5, 2, 4, 8, 3, 9, 6, 1, 7, 6, 7, 3, 4, 1, 2, 8, 5, 9, 8, 3, 1, 7, 9, 6, 5, 4, 2, 2, 5, 7, 3, 4, 1, 9, 8, 6, 9, 4, 6, 5, 2, 8, 7, 3, 1, 3, 1, 5, 9, 8, 7, 2, 6, 4, 4, 6, 9, 2, 5, 3, 1, 7, 8, 7, 8, 2, 1, 6, 4, 3, 9, 5]"
107,..4.2.63.65.1.....1...6..2..71....4.....7.8..8..4.1.7..2....96.3....52....9......,2,"(5, 1)","[9, 8, 4, 5, 2, 7, 6, 3, 1, 6, 5, 2, 1, 3, 4, 7, 9, 8, 1, 3, 7, 8, 6, 9, 4, 2, 5, 2, 7, 1, 6, 5, 8, 3, 4, 9, 4, 9, 5, 3, 7, 2, 8, 1, 6, 8, 6, 3, 4, 9, 1, 5, 7, 2, 5, 2, 8, 7, 1, 3, 9, 6, 4, 3, 1, 6, 9, 4, 5, 2, 8, 7, 7, 4, 9, 2, 8, 6, 1, 5, 3]"
108,...6.2.........5..48..35..959...8.3....7...9.8....3..293....1..2...7.3...5.......,2,"(6, 1)","[3, 7, 5, 6, 9, 2, 4, 1, 8, 1, 2, 9, 8, 4, 7, 5, 6, 3, 4, 8, 6, 1, 3, 5, 2, 7, 9, 5, 9, 2, 4, 6, 8, 7, 3, 1, 6, 4, 3, 7, 2, 1, 8, 9, 5, 8, 1, 7, 9, 5, 3, 6, 4, 2, 9, 3, 4, 2, 8, 6, 1, 5, 7, 2, 6, 1, 5, 7, 9, 3, 8, 4, 7, 5, 8, 3, 1, 4, 9, 2, 6]"
109,1..5...34...........69.41........2..6.7..23..5.8.......692.5.8....3..96....4...5.,2,"(3, 0)","[1, 9, 2, 5, 7, 6, 8, 3, 4, 4, 7, 3, 1, 2, 8, 5, 9, 6, 8, 5, 6, 9, 3, 4, 1, 2, 7, 9, 3, 4, 6, 5, 1, 2, 7, 8, 6, 1, 7, 8, 9, 2, 3, 4, 5, 5, 2, 8, 7, 4, 3, 6, 1, 9, 7, 6, 9, 2, 1, 5, 4, 8, 3, 2, 4, 5, 3, 8, 7, 9, 6, 1, 3, 8, 1, 4, 6, 9, 7, 5, 2]"
110,5....9.8...2.86...6.87..5.4......4.....47.....57..1.9.2......3......79.6.16......,2,"(4, 0)","[5, 3, 1, 2, 4, 9, 6, 8, 7, 7, 4, 2, 5, 8, 6, 3, 1, 9, 6, 9, 8, 7, 1, 3, 5, 2, 4, 1, 6, 3, 8, 9, 2, 4, 7, 5, 8, 2, 9, 4, 7, 5, 1, 6, 3, 4, 5, 7, 6, 3, 1, 2, 9, 8, 2, 7, 5, 9, 6, 4, 8, 3, 1, 3, 8, 4, 1, 2, 7, 9, 5, 6, 9, 1, 6, 3, 5, 8, 7, 4, 2]"
111,1.......3..64..81...3...7..8....4......5.13..9......4......9.6..4..5.2....2.6..5.,2,"(5, 1)","[1, 7, 4, 8, 2, 5, 6, 9, 3, 2, 9, 6, 4, 7, 3, 8, 1, 5, 5, 8, 3, 9, 1, 6, 7, 2, 4, 8, 2, 5, 6, 3, 4, 9, 7, 1, 4, 6, 7, 5, 9, 1, 3, 8, 2, 9, 3, 1, 7, 8, 2, 5, 4, 6, 3, 5, 8, 2, 4, 9, 1, 6, 7, 6, 4, 9, 1, 5, 7, 2, 3, 8, 7, 1, 2, 3, 6, 8, 4, 5, 9]"
112,..94.23.6......29...1......3..126....853....4....8.1....6.....8.4..3........48..5,2,"(5, 2)","[7, 5, 9, 4, 1, 2, 3, 8, 6, 4, 6, 8, 7, 5, 3, 2, 9, 1, 2, 3, 1, 8, 6, 9, 5, 4, 7, 3, 7, 4, 1, 2, 6, 8, 5, 9, 1, 8, 5, 3, 9, 7, 6, 2, 4, 6, 9, 2, 5, 8, 4, 1, 7, 3, 5, 2, 6, 9, 7, 1, 4, 3, 8, 8, 4, 7, 6, 3, 5, 9, 1, 2, 9, 1, 3, 2, 4, 8, 7, 6, 5]"
113,2....8.9.........7.78..2.....3.8..4.41.7.63...865.....152.........95.....4...7...,2,"(5, 1)","[2, 6, 1, 3, 7, 8, 4, 9, 5, 3, 9, 4, 6, 1, 5, 8, 2, 7, 5, 7, 8, 4, 9, 2, 6, 3, 1, 7, 2, 3, 1, 8, 9, 5, 4, 6, 4, 1, 5, 7, 2, 6, 3, 8, 9, 9, 8, 6, 5, 4, 3, 7, 1, 2, 1, 5, 2, 8, 6, 4, 9, 7, 3, 8, 3, 7, 9, 5, 1, 2, 6, 4, 6, 4, 9, 2, 3, 7, 1, 5, 8]"
114,..2...6.1.8......5..36...2.1..2...4..2.4..1..8.9..3......3.6..8...8...13....25..4,2,"(5, 0)","[4, 7, 2, 5, 3, 9, 6, 8, 1, 6, 8, 1, 7, 4, 2, 3, 9, 5, 9, 5, 3, 6, 8, 1, 4, 2, 7, 1, 3, 6, 2, 5, 7, 8, 4, 9, 5, 2, 7, 4, 9, 8, 1, 3, 6, 8, 4, 9, 1, 6, 3, 5, 7, 2, 7, 9, 4, 3, 1, 6, 2, 5, 8, 2, 6, 5, 8, 7, 4, 9, 1, 3, 3, 1, 8, 9, 2, 5, 7, 6, 4]"
115,.78.3.6.....6...5.3......8..4....9.3...94......25.......4.6.2.82.37..5.41..2.....,2,"(5, 2)","[5, 7, 8, 4, 3, 2, 6, 9, 1, 4, 2, 1, 6, 9, 8, 3, 5, 7, 3, 6, 9, 1, 5, 7, 4, 8, 2, 6, 4, 5, 8, 2, 1, 9, 7, 3, 8, 3, 7, 9, 4, 6, 1, 2, 5, 9, 1, 2, 5, 7, 3, 8, 4, 6, 7, 9, 4, 3, 6, 5, 2, 1, 8, 2, 8, 3, 7, 1, 9, 5, 6, 4, 1, 5, 6, 2, 8, 4, 7, 3, 9]"
116,......6...7..52...8.5....9....2.....4..9.65.8.91..8.3.94......3...........6.4.97.,2,"(4, 0)","[3, 2, 4, 7, 9, 1, 6, 8, 5, 6, 7, 9, 8, 5, 2, 3, 4, 1, 8, 1, 5, 4, 6, 3, 2, 9, 7, 5, 6, 8, 2, 3, 4, 7, 1, 9, 4, 3, 7, 9, 1, 6, 5, 2, 8, 2, 9, 1, 5, 7, 8, 4, 3, 6, 9, 4, 2, 6, 8, 7, 1, 5, 3, 7, 5, 3, 1, 2, 9, 8, 6, 4, 1, 8, 6, 3, 4, 5, 9, 7, 2]"
117,...12.89.2..3.5.64..8.9...56.571..4..24..9.3..8.2......4.....1.......5...9.......,2,"(4, 1)","[4, 5, 6, 1, 2, 7, 8, 9, 3, 2, 7, 9, 3, 8, 5, 1, 6, 4, 3, 1, 8, 6, 9, 4, 2, 7, 5, 6, 3, 5, 7, 1, 8, 9, 4, 2, 1, 2, 4, 5, 6, 9, 7, 3, 8, 9, 8, 7, 2, 4, 3, 6, 5, 1, 8, 4, 2, 9, 5, 6, 3, 1, 7, 7, 6, 1, 4, 3, 2, 5, 8, 9, 5, 9, 3, 8, 7, 1, 4, 2, 6]"
118,..7...6...3891...2.....4.....36..8.428....375..........14......7......9..5..71.3.,2,"(6, 4)","[9, 4, 7, 3, 8, 2, 6, 5, 1, 6, 3, 8, 9, 1, 5, 7, 4, 2, 1, 2, 5, 7, 6, 4, 9, 8, 3, 5, 9, 3, 6, 2, 7, 8, 1, 4, 2, 8, 6, 1, 4, 9, 3, 7, 5, 4, 7, 1, 5, 3, 8, 2, 6, 9, 3, 1, 4, 8, 9, 6, 5, 2, 7, 7, 6, 2, 4, 5, 3, 1, 9, 8, 8, 5, 9, 2, 7, 1, 4, 3, 6]"
119,7.5.....642...98.....5.....9.3.81....7.3..4........19....9.........62.....9.1532.,2,"(5, 0)","[7, 8, 5, 1, 2, 4, 9, 3, 6, 4, 2, 1, 6, 3, 9, 8, 5, 7, 3, 9, 6, 5, 7, 8, 2, 4, 1, 9, 5, 3, 4, 8, 1, 6, 7, 2, 1, 7, 2, 3, 9, 6, 4, 8, 5, 6, 4, 8, 2, 5, 7, 1, 9, 3, 2, 1, 7, 9, 4, 3, 5, 6, 8, 5, 3, 4, 8, 6, 2, 7, 1, 9, 8, 6, 9, 7, 1, 5, 3, 2, 4]"
120,.......4....276.1..9....7.868...4.25..9..3.....7....8..2..4....87.1........8....4,2,"(4, 0)","[7, 6, 1, 3, 9, 8, 5, 4, 2, 4, 5, 8, 2, 7, 6, 3, 1, 9, 3, 9, 2, 4, 5, 1, 7, 6, 8, 6, 8, 3, 7, 1, 4, 9, 2, 5, 2, 4, 9, 5, 8, 3, 6, 7, 1, 5, 1, 7, 9, 6, 2, 4, 8, 3, 1, 2, 5, 6, 4, 9, 8, 3, 7, 8, 7, 4, 1, 3, 5, 2, 9, 6, 9, 3, 6, 8, 2, 7, 1, 5, 4]"
121,.7...84..9.2.....81..........48.5.......39.........3.2.....69..2.....75...81.4...,2,"(6, 1)","[6, 7, 3, 5, 1, 8, 4, 2, 9, 9, 4, 2, 3, 6, 7, 5, 1, 8, 1, 8, 5, 4, 9, 2, 6, 7, 3, 3, 6, 4, 8, 2, 5, 1, 9, 7, 7, 2, 1, 6, 3, 9, 8, 4, 5, 8, 5, 9, 7, 4, 1, 3, 6, 2, 4, 3, 7, 2, 5, 6, 9, 8, 1, 2, 1, 6, 9, 8, 3, 7, 5, 4, 5, 9, 8, 1, 7, 4, 2, 3, 6]"
122,....426.....5.9.....9...87.4..7.1..681.........2...4.5..3..6....2.15....7........,2,"(4, 1)","[1, 3, 7, 8, 4, 2, 6, 5, 9, 6, 4, 8, 5, 7, 9, 1, 2, 3, 2, 5, 9, 6, 1, 3, 8, 7, 4, 4, 9, 5, 7, 3, 1, 2, 8, 6, 8, 1, 6, 4, 2, 5, 9, 3, 7, 3, 7, 2, 9, 6, 8, 4, 1, 5, 5, 8, 3, 2, 9, 6, 7, 4, 1, 9, 2, 4, 1, 5, 7, 3, 6, 8, 7, 6, 1, 3, 8, 4, 5, 9, 2]"
123,.....87...8.6.....7.325....2.47...1....5......1....6.39.....1.8....7.5...68..3...,2,"(5, 0)","[1, 5, 6, 3, 9, 8, 7, 4, 2, 4, 8, 2, 6, 1, 7, 3, 5, 9, 7, 9, 3, 2, 5, 4, 8, 6, 1, 2, 3, 4, 7, 8, 6, 9, 1, 5, 6, 7, 9, 5, 3, 1, 2, 8, 4, 8, 1, 5, 9, 4, 2, 6, 7, 3, 9, 2, 7, 4, 6, 5, 1, 3, 8, 3, 4, 1, 8, 7, 9, 5, 2, 6, 5, 6, 8, 1, 2, 3, 4, 9, 7]"
124,....7.21..28..3......59..73......3....2.....9...127.5.35..4..9114....5..........4,2,"(3, 0)","[9, 3, 5, 8, 7, 4, 2, 1, 6, 7, 2, 8, 6, 1, 3, 9, 4, 5, 4, 6, 1, 5, 9, 2, 8, 7, 3, 5, 1, 4, 9, 8, 6, 3, 2, 7, 8, 7, 2, 4, 3, 5, 1, 6, 9, 6, 9, 3, 1, 2, 7, 4, 5, 8, 3, 5, 6, 2, 4, 8, 7, 9, 1, 1, 4, 7, 3, 6, 9, 5, 8, 2, 2, 8, 9, 7, 5, 1, 6, 3, 4]"
125,....5....6..3..78.8.2..6.4.2.4.........5.3..9.6..72....97....6.....3....51.4...9.,2,"(2, 0)","[1, 7, 9, 8, 5, 4, 2, 3, 6, 6, 4, 5, 3, 2, 9, 7, 8, 1, 8, 3, 2, 7, 1, 6, 9, 4, 5, 2, 5, 4, 6, 9, 8, 1, 7, 3, 7, 8, 1, 5, 4, 3, 6, 2, 9, 9, 6, 3, 1, 7, 2, 4, 5, 8, 3, 9, 7, 2, 8, 1, 5, 6, 4, 4, 2, 6, 9, 3, 5, 8, 1, 7, 5, 1, 8, 4, 6, 7, 3, 9, 2]"
126,....69...7...5...4.2....8......91....9.4...2.......3.7.32..6.75.8...261.57.......,2,"(17, 65)","[3, 4, 8, 2, 6, 9, 7, 5, 1, 7, 1, 9, 8, 5, 3, 2, 6, 4, 6, 2, 5, 1, 4, 7, 8, 3, 9, 2, 6, 3, 7, 9, 1, 5, 4, 8, 8, 9, 7, 4, 3, 5, 1, 2, 6, 4, 5, 1, 6, 2, 8, 3, 9, 7, 1, 3, 2, 9, 8, 6, 4, 7, 5, 9, 8, 4, 5, 7, 2, 6, 1, 3, 5, 7, 6, 3, 1, 4, 9, 8, 2]"
127,..956..7............71.395.......1....48.2....85.7.....2.6....4......529...3..7..,2,"(3, 0)","[2, 4, 9, 5, 6, 8, 3, 7, 1, 5, 1, 3, 2, 9, 7, 4, 6, 8, 8, 6, 7, 1, 4, 3, 9, 5, 2, 6, 9, 2, 4, 3, 5, 1, 8, 7, 3, 7, 4, 8, 1, 2, 6, 9, 5, 1, 8, 5, 9, 7, 6, 2, 4, 3, 7, 2, 1, 6, 5, 9, 8, 3, 4, 4, 3, 6, 7, 8, 1, 5, 2, 9, 9, 5, 8, 3, 2, 4, 7, 1, 6]"
128,....7..23.5...8......9...8...1.83...6.7..48...4........9......68..2495.7....5.4..,2,"(10, 5)","[1, 8, 9, 4, 7, 5, 6, 2, 3, 7, 5, 2, 3, 6, 8, 1, 4, 9, 3, 6, 4, 9, 1, 2, 7, 8, 5, 5, 2, 1, 7, 8, 3, 9, 6, 4, 6, 3, 7, 1, 9, 4, 8, 5, 2, 9, 4, 8, 5, 2, 6, 3, 7, 1, 4, 9, 5, 8, 3, 7, 2, 1, 6, 8, 1, 6, 2, 4, 9, 5, 3, 7, 2, 7, 3, 6, 5, 1, 4, 9, 8]"
129,..8.15...7..8............2....15...2.93..........27.43.3574.....7......61....925.,2,"(6, 3)","[3, 4, 8, 2, 1, 5, 7, 6, 9, 7, 2, 6, 8, 9, 4, 3, 1, 5, 5, 1, 9, 3, 7, 6, 8, 2, 4, 4, 6, 7, 1, 5, 3, 9, 8, 2, 2, 9, 3, 4, 6, 8, 5, 7, 1, 8, 5, 1, 9, 2, 7, 6, 4, 3, 6, 3, 5, 7, 4, 2, 1, 9, 8, 9, 7, 2, 5, 8, 1, 4, 3, 6, 1, 8, 4, 6, 3, 9, 2, 5, 7]"
130,18.54....7.....98...........5.9..2...9..87..6..6...3....5.1.7...........4.3.76...,2,"(6, 2)","[1, 8, 2, 5, 4, 9, 6, 7, 3, 7, 3, 4, 6, 2, 1, 9, 8, 5, 5, 6, 9, 7, 3, 8, 4, 2, 1, 3, 5, 7, 9, 6, 4, 2, 1, 8, 2, 9, 1, 3, 8, 7, 5, 4, 6, 8, 4, 6, 1, 5, 2, 3, 9, 7, 9, 2, 5, 8, 1, 3, 7, 6, 4, 6, 7, 8, 4, 9, 5, 1, 3, 2, 4, 1, 3, 2, 7, 6, 8, 5, 9]"
131,...9..3.18.63.......4.15.....7..9..5...1....7..8...63...5...48..4.....166....47..,2,"(8, 3)","[5, 7, 2, 9, 4, 8, 3, 6, 1, 8, 1, 6, 3, 7, 2, 9, 5, 4, 9, 3, 4, 6, 1, 5, 2, 7, 8, 2, 6, 7, 8, 3, 9, 1, 4, 5, 4, 5, 3, 1, 2, 6, 8, 9, 7, 1, 9, 8, 4, 5, 7, 6, 3, 2, 3, 2, 5, 7, 6, 1, 4, 8, 9, 7, 4, 9, 2, 8, 3, 5, 1, 6, 6, 8, 1, 5, 9, 4, 7, 2, 3]"
132,.1....5..5.8.9.....3..2.....647.9...2.9.4............8...17.6..8....64.9......3.1,2,"(5, 1)","[9, 1, 7, 8, 6, 3, 5, 2, 4, 5, 2, 8, 4, 9, 7, 1, 6, 3, 4, 3, 6, 5, 2, 1, 8, 9, 7, 1, 6, 4, 7, 8, 9, 2, 3, 5, 2, 8, 9, 3, 4, 5, 7, 1, 6, 7, 5, 3, 6, 1, 2, 9, 4, 8, 3, 9, 5, 1, 7, 4, 6, 8, 2, 8, 7, 1, 2, 3, 6, 4, 5, 9, 6, 4, 2, 9, 5, 8, 3, 7, 1]"
133,..5...8.16........4....1..7...78...3..9....2.5....6.7.....789.....4..1....32....6,2,"(5, 1)","[3, 2, 5, 9, 6, 7, 8, 4, 1, 6, 1, 7, 8, 4, 2, 3, 9, 5, 4, 9, 8, 5, 3, 1, 2, 6, 7, 2, 6, 4, 7, 8, 9, 5, 1, 3, 7, 3, 9, 1, 5, 4, 6, 2, 8, 5, 8, 1, 3, 2, 6, 4, 7, 9, 1, 5, 2, 6, 7, 8, 9, 3, 4, 8, 7, 6, 4, 9, 3, 1, 5, 2, 9, 4, 3, 2, 1, 5, 7, 8, 6]"
134,..7...9..58.9..1..1..7.63...49..7.6...8....91.............34....6..1..5..5......8,2,"(6, 1)","[2, 3, 7, 8, 5, 1, 9, 4, 6, 5, 8, 6, 9, 4, 3, 1, 2, 7, 1, 9, 4, 7, 2, 6, 3, 8, 5, 3, 4, 9, 1, 8, 7, 5, 6, 2, 7, 2, 8, 3, 6, 5, 4, 9, 1, 6, 1, 5, 4, 9, 2, 8, 7, 3, 8, 7, 2, 5, 3, 4, 6, 1, 9, 9, 6, 3, 2, 1, 8, 7, 5, 4, 4, 5, 1, 6, 7, 9, 2, 3, 8]"
135,....3.......2..58.4.8.1..699..3..7...6.1.....23...4..1..4.....76...5.4....2......,2,"(9, 18)","[5, 9, 6, 4, 3, 8, 1, 7, 2, 1, 7, 3, 2, 6, 9, 5, 8, 4, 4, 2, 8, 5, 1, 7, 3, 6, 9, 9, 4, 1, 3, 8, 2, 7, 5, 6, 8, 6, 7, 1, 9, 5, 2, 4, 3, 2, 3, 5, 6, 7, 4, 8, 9, 1, 3, 5, 4, 8, 2, 6, 9, 1, 7, 6, 1, 9, 7, 5, 3, 4, 2, 8, 7, 8, 2, 9, 4, 1, 6, 3, 5]"
136,.72..3....1.4....6.........5.....7.11.....6...2.57...8.....2.9.....9.8358...4....,2,"(7, 2)","[4, 7, 2, 6, 1, 3, 5, 8, 9, 9, 1, 5, 4, 2, 8, 3, 7, 6, 3, 6, 8, 9, 5, 7, 4, 1, 2, 5, 8, 4, 3, 6, 9, 7, 2, 1, 1, 9, 7, 2, 8, 4, 6, 5, 3, 6, 2, 3, 5, 7, 1, 9, 4, 8, 7, 5, 6, 8, 3, 2, 1, 9, 4, 2, 4, 1, 7, 9, 6, 8, 3, 5, 8, 3, 9, 1, 4, 5, 2, 6, 7]"
137,2.149...3....5........3.7....37.28.9.....9.....8....1...7......1..32..9.4.....5..,2,"(4, 0)","[2, 7, 1, 4, 9, 8, 6, 5, 3, 8, 3, 4, 6, 5, 7, 9, 2, 1, 9, 6, 5, 2, 3, 1, 7, 8, 4, 5, 1, 3, 7, 6, 2, 8, 4, 9, 6, 4, 2, 8, 1, 9, 3, 7, 5, 7, 9, 8, 5, 4, 3, 2, 1, 6, 3, 5, 7, 9, 8, 4, 1, 6, 2, 1, 8, 6, 3, 2, 5, 4, 9, 7, 4, 2, 9, 1, 7, 6, 5, 3, 8]"
138,.5.7..2........64...7....8.2..1..4....8.7.......53...912.6.....6..4..8....3......,2,"(3, 0)","[8, 5, 1, 7, 4, 6, 2, 9, 3, 3, 9, 2, 8, 1, 5, 6, 4, 7, 4, 6, 7, 3, 9, 2, 5, 8, 1, 2, 3, 5, 1, 6, 9, 4, 7, 8, 9, 1, 8, 2, 7, 4, 3, 5, 6, 7, 4, 6, 5, 3, 8, 1, 2, 9, 1, 2, 4, 6, 8, 7, 9, 3, 5, 6, 7, 9, 4, 5, 3, 8, 1, 2, 5, 8, 3, 9, 2, 1, 7, 6, 4]"
139,.123...8..3.....46...6.........1...7..4..81..2..567...8..2..3....7.9.....6..4....,2,"(3, 0)","[6, 1, 2, 3, 7, 4, 9, 8, 5, 9, 3, 8, 1, 2, 5, 7, 4, 6, 4, 7, 5, 6, 8, 9, 2, 1, 3, 3, 8, 6, 4, 1, 2, 5, 9, 7, 7, 5, 4, 9, 3, 8, 1, 6, 2, 2, 9, 1, 5, 6, 7, 4, 3, 8, 8, 4, 9, 2, 5, 6, 3, 7, 1, 1, 2, 7, 8, 9, 3, 6, 5, 4, 5, 6, 3, 7, 4, 1, 8, 2, 9]"
